,begin_date,institution,type,causative1,setting,end_date,latitude,longitude,Month,Year,_dt_diff
478,2017-03-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-23
479,2017-03-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-24
480,2017-03-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-25
481,2017-03-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-26
482,2017-03-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-27
483,2017-03-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-28
484,2017-03-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-29
485,2017-03-22,sunnybrook health sciences centre,1.0,Coronavirus,3.0,2017-04-09,43.72284570000001,-79.37287490000001,March,2017,2017-04-30
486,2017-03-23,tendercare living centre,1.0,Influenza A (H3),3.0,2017-04-04,43.8057618,-79.33597999999998,March,2017,2017-05-01
487,2017-03-24,cummer lodge,1.0,Unable to identify,3.0,2017-04-08,43.7881531,-79.40755829999998,March,2017,2017-05-02
488,2017-03-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-05-03
489,2017-03-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-05-04
490,2017-03-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-05-05
491,2017-03-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-05-06
492,2017-03-29,Providence Healthcare ,1.0,Metapneumovirus,3.0,2017-04-16,43.71294140000001,-79.2851737,March,2017,2017-05-07
493,2017-03-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-05-08
494,2017-03-31,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-05-09
495,2017-04-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-10
496,2017-04-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-11
497,2017-04-03,rockcliffe,1.0,Rhinovirus,3.0,2017-04-13,43.7546689,-79.2478902,April,2017,2017-05-12
498,2017-04-03,sunnybrook health sciences centre,1.0,Coronavirus,3.0,2017-04-17,43.72284570000001,-79.37287490000001,April,2017,2017-05-13
499,2017-04-04,chartwell gibson long term care home,1.0,Respiratory syncytial virus,3.0,2017-04-19,43.8076512,-79.3737903,April,2017,2017-05-14
500,2017-04-04,west park long term care,1.0,Rhinovirus,1.0,2017-04-07,43.690044,-79.50818129999998,April,2017,2017-05-15
501,2017-04-05,chartwell gibson long term care home,1.0,Influenza A (H3),4.0,2017-04-20,43.80778220000001,-79.37282239999998,April,2017,2017-05-16
502,2017-04-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-17
503,2017-04-07,scarborough and rouge hospital,1.0,Respiratory syncytial virus,0.0,2017-04-24,43.75619289999999,-79.2469386,April,2017,2017-05-18
504,2017-04-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-19
505,2017-04-09,Providence Healthcare ,1.0,Influenza A (Not subtyped),1.0,2017-04-16,43.71294140000001,-79.2851737,April,2017,2017-05-20
506,2017-04-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-21
507,2017-04-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-22
508,2017-04-12,sunnybrook health sciences centre,1.0,Influenza A (H3N2),3.0,2017-04-20,43.72284570000001,-79.37287490000001,April,2017,2017-05-23
509,2017-04-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-24
510,2017-04-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-25
511,2017-04-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-26
512,2017-04-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-27
513,2017-04-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-28
514,2017-04-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-05-29
515,2017-04-19,salvation army health centre,1.0,Influenza A (H3),4.0,2017-04-27,43.69943320000001,-79.3931532,April,2017,2017-05-30
516,2017-04-20,castleview wychwood,1.0,Parainfluenza type 3,3.0,2017-05-02,43.67316900000001,-79.42178220000002,April,2017,2017-05-31
517,2017-04-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-01
518,2017-04-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-02
519,2017-04-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-03
520,2017-04-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-04
521,2017-04-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-05
522,2017-04-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-06
523,2017-04-27,Kensington Gardens ,1.0,Rhinovirus,3.0,2017-05-06,43.6587924,-79.4043085,April,2017,2017-06-07
524,2017-04-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-08
525,2017-04-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-09
526,2017-04-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,April,2017,2017-06-10
527,2017-05-01,chartwell gibson long term care home,1.0,Influenza B,4.0,2017-06-05,43.80778220000001,-79.37282239999998,May,2017,2017-06-11
528,2017-05-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-12
529,2017-05-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-13
530,2017-05-04,cummer lodge,1.0,Coronavirus,3.0,2017-05-29,43.7881531,-79.40755829999998,May,2017,2017-06-14
531,2017-05-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-15
532,2017-05-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-16
533,2017-05-07,chartwell gibson long term care home,1.0,Influenza B,3.0,2017-05-24,43.8076512,-79.3737903,May,2017,2017-06-17
534,2017-05-08,Kensington Gardens ,1.0,Rhinovirus,3.0,2017-05-31,43.6587924,-79.4043085,May,2017,2017-06-18
535,2017-05-09,sunnybrook health sciences centre,1.0,Influenza B,3.0,2017-05-17,43.72284570000001,-79.37287490000001,May,2017,2017-06-19
536,2017-05-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-20
537,2017-05-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-21
538,2017-05-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-22
539,2017-05-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-23
540,2017-05-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-24
541,2017-05-15,sunnybrook health sciences centre,1.0,Coronavirus,3.0,2017-05-31,43.72284570000001,-79.37287490000001,May,2017,2017-06-25
542,2017-05-16,sunnybrook health sciences centre,1.0,Parainfluenza type 3,3.0,2017-06-01,43.72284570000001,-79.37287490000001,May,2017,2017-06-26
543,2017-05-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-27
544,2017-05-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-28
545,2017-05-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-29
546,2017-05-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-06-30
547,2017-05-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-07-01
548,2017-05-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-07-02
549,2017-05-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-07-03
550,2017-05-24,chartwell gibson long term care home,1.0,Metapneumovirus,3.0,2017-05-30,43.8076512,-79.3737903,May,2017,2017-07-04
551,2017-05-25,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,0.0,2017-06-03,43.72284570000001,-79.37287490000001,May,2017,2017-07-05
552,2017-05-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-07-06
553,2017-05-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-07-07
554,2017-05-28,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2017-06-13,43.72284570000001,-79.37287490000001,May,2017,2017-07-08
555,2017-05-28,o'neill centre,1.0,Influenza A (H3),3.0,2017-06-06,43.6647536,-79.41868529999998,May,2017,2017-07-09
556,2017-05-28,midland gardens community,1.0,Parainfluenza type 3,3.0,2017-06-16,43.70835,-79.24749299999998,May,2017,2017-07-10
557,2017-05-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-07-11
558,2017-05-30,wexford residence,1.0,Rhinovirus,3.0,2017-06-14,43.7439584,-79.30245040000001,May,2017,2017-07-12
559,2017-05-31,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,May,2017,2017-07-13
560,2017-06-01,rockcliffe,1.0,Rhinovirus,3.0,2017-06-12,43.7546689,-79.2478902,June,2017,2017-07-14
561,2017-06-01,tendercare living centre,1.0,Parainfluenza type 4,3.0,2017-07-04,43.8057618,-79.33597999999998,June,2017,2017-07-15
562,2017-06-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-16
563,2017-06-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-17
564,2017-06-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-18
565,2017-06-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-19
566,2017-06-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-20
567,2017-06-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-21
568,2017-06-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-22
569,2017-06-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-23
570,2017-06-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-24
571,2017-06-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-25
572,2017-06-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-26
573,2017-06-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-27
574,2017-06-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-28
575,2017-06-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-29
576,2017-06-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-30
577,2017-06-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-07-31
578,2017-06-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-01
579,2017-06-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-02
580,2017-06-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-03
581,2017-06-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-04
582,2017-06-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-05
583,2017-06-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-06
584,2017-06-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-07
585,2017-06-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-08
586,2017-06-26,rockcliffe,1.0,Rhinovirus,3.0,2017-07-24,43.7546689,-79.2478902,June,2017,2017-08-09
587,2017-06-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-10
588,2017-06-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-11
589,2017-06-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-12
590,2017-06-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,June,2017,2017-08-13
591,2017-07-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-14
592,2017-07-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-15
593,2017-07-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-16
594,2017-07-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-17
595,2017-07-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-18
596,2017-07-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-19
597,2017-07-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-20
598,2017-07-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-21
599,2017-07-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-22
600,2017-07-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-23
601,2017-07-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-24
602,2017-07-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-25
603,2017-07-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-26
604,2017-07-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-27
605,2017-07-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-28
606,2017-07-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-29
607,2017-07-17,cummer lodge,1.0,Rhinovirus,3.0,2017-08-10,43.7881531,-79.40755829999998,July,2017,2017-08-30
608,2017-07-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-08-31
609,2017-07-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-01
610,2017-07-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-02
611,2017-07-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-03
612,2017-07-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-04
613,2017-07-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-05
614,2017-07-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-06
615,2017-07-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-07
616,2017-07-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-08
617,2017-07-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-09
618,2017-07-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-10
619,2017-07-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-11
620,2017-07-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-12
621,2017-07-31,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,July,2017,2017-09-13
622,2017-08-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-14
623,2017-08-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-15
624,2017-08-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-16
625,2017-08-04,yee hong centre for geriatric care,1.0,Adenovirus,3.0,2017-08-11,43.81422379999999,-79.29021390000003,August,2017,2017-09-17
626,2017-08-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-18
627,2017-08-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-19
628,2017-08-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-20
629,2017-08-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-21
630,2017-08-09,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2017-08-18,43.72284570000001,-79.37287490000001,August,2017,2017-09-22
631,2017-08-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-23
632,2017-08-11,chartwell gibson long term care home,1.0,Rhinovirus,3.0,2017-08-24,43.8076512,-79.3737903,August,2017,2017-09-24
633,2017-08-11,rockcliffe,1.0,Unable to identify,3.0,2017-09-13,43.7546689,-79.2478902,August,2017,2017-09-25
634,2017-08-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-26
635,2017-08-13,midland gardens community,1.0,Rhinovirus,3.0,2017-09-13,43.70835,-79.24749299999998,August,2017,2017-09-27
636,2017-08-14,castleview wychwood,1.0,Rhinovirus,3.0,2017-09-05,43.67316900000001,-79.42178220000002,August,2017,2017-09-28
637,2017-08-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-29
638,2017-08-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-09-30
639,2017-08-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-01
640,2017-08-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-02
641,2017-08-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-03
642,2017-08-20,yee hong centre for geriatric care,1.0,Parainfluenza type 4,3.0,2017-09-03,43.80870820000001,-79.25466209999998,August,2017,2017-10-04
643,2017-08-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-05
644,2017-08-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-06
645,2017-08-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-07
646,2017-08-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-08
647,2017-08-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-09
648,2017-08-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-10
649,2017-08-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-11
650,2017-08-28,west park long term care,1.0,Rhinovirus,3.0,2017-09-14,43.690044,-79.50818129999998,August,2017,2017-10-12
651,2017-08-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-13
652,2017-08-30,scarborough and rouge hospital,1.0,Rhinovirus,0.0,2017-09-07,43.75619289999999,-79.2469386,August,2017,2017-10-14
653,2017-08-30,o'neill centre,1.0,Rhinovirus,3.0,2017-09-18,43.6647536,-79.41868529999998,August,2017,2017-10-15
654,2017-08-31,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2017,2017-10-16
655,2017-09-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-17
656,2017-09-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-18
657,2017-09-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-19
658,2017-09-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-20
659,2017-09-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-21
660,2017-09-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-22
661,2017-09-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-23
662,2017-09-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-24
663,2017-09-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-25
664,2017-09-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-26
665,2017-09-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-27
666,2017-09-12,wexford residence,1.0,Rhinovirus,3.0,2017-09-26,43.7439584,-79.30245040000001,September,2017,2017-10-28
667,2017-09-12,Providence Healthcare ,1.0,Rhinovirus,3.0,2017-09-20,43.71294140000001,-79.2851737,September,2017,2017-10-29
668,2017-09-12,cummer lodge,1.0,Rhinovirus,3.0,2017-10-10,43.7881531,-79.40755829999998,September,2017,2017-10-30
669,2017-09-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-10-31
670,2017-09-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-01
671,2017-09-15,better living thompson house,1.0,Rhinovirus,3.0,2017-09-26,43.732384,-79.347427,September,2017,2017-11-02
672,2017-09-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-03
673,2017-09-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-04
674,2017-09-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-05
675,2017-09-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-06
676,2017-09-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-07
677,2017-09-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-08
678,2017-09-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-09
679,2017-09-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-10
680,2017-09-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-11
681,2017-09-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-12
682,2017-09-26,sunnybrook health sciences centre,1.0,Parainfluenza type 2,3.0,2017-10-05,43.72284570000001,-79.37287490000001,September,2017,2017-11-13
683,2017-09-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-14
684,2017-09-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-15
685,2017-09-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-16
686,2017-09-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2017,2017-11-17
687,2017-10-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-18
688,2017-10-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-19
689,2017-10-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-20
690,2017-10-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-21
691,2017-10-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-22
692,2017-10-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-23
693,2017-10-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-24
694,2017-10-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-25
695,2017-10-09,camh,1.0,Unable to identify,1.0,2017-10-26,43.6430754,-79.41731920000002,October,2017,2017-11-26
696,2017-10-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-27
697,2017-10-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-28
698,2017-10-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-29
699,2017-10-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-11-30
700,2017-10-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-01
701,2017-10-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-02
702,2017-10-16,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2017-10-29,43.72284570000001,-79.37287490000001,October,2017,2017-12-03
703,2017-10-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-04
704,2017-10-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-05
705,2017-10-19,yee hong centre for geriatric care,1.0,Unable to identify,3.0,2017-10-28,43.80870820000001,-79.25466209999998,October,2017,2017-12-06
706,2017-10-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-07
707,2017-10-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-08
708,2017-10-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-09
709,2017-10-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-10
710,2017-10-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-11
711,2017-10-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-12
712,2017-10-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-13
713,2017-10-27,Kensington Gardens ,1.0,Unable to identify,3.0,2017-11-05,43.6587924,-79.4043085,October,2017,2017-12-14
714,2017-10-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-15
715,2017-10-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-16
716,2017-10-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2017,2017-12-17
717,2017-10-31,rockcliffe,1.0,Unable to identify,3.0,2017-11-23,43.7546689,-79.2478902,October,2017,2017-12-18
718,2017-11-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-19
719,2017-11-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-20
720,2017-11-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-21
721,2017-11-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-22
722,2017-11-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-23
723,2017-11-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-24
724,2017-11-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-25
725,2017-11-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-26
726,2017-11-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-27
727,2017-11-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2017,2017-12-28
